0.	0.2017237905074926	0.24555436159743776	0.27744589877970544
0.2	0.20173574253286639	0.24556790090842393	0.2774611652315027
0.4	0.2017789137208935	0.24560745193582129	0.2774947674040453
0.600001	0.2018520482710802	0.24568048523361496	0.2775825450267076
0.8	0.2019970016154228	0.24583735010108804	0.27774460832772474
1.	0.20225912868500587	0.24613037927753098	0.27808113598147033
1.200002	0.20273288586678243	0.24668068048263952	0.2786612077189107
1.400001	0.20335746146121275	0.24754136783828257	0.27954207820112587
1.6	0.2041987294229962	0.24864658907768086	0.2807221560885914
1.8	0.20525785636432942	0.2501335791380871	0.28230948939258843
2.	0.2066634974968609	0.2518647885909265	0.28450071229834756
2.2	0.20831090265308178	0.2542006162066552	0.28752591790367604
2.400004	0.2110291800606773	0.2574253589903331	0.29216868445069144
2.6	0.2150965502475446	0.2624883760884924	0.2988912350387825
2.800003	0.22106242001627555	0.2699313337281643	0.3078824410282788
3.	0.22934425251808022	0.2801961281043948	0.3202573001366435
3.2	0.24071276634331104	0.2944453583528115	0.33692718550041634
3.400004	0.2554473098165034	0.3127698933453307	0.35871328395439095
3.6	0.2743407465857387	0.3359506756177622	0.3861101452825527
3.800003	0.298401479610029	0.3650373777486563	0.4213584263656528
4.	0.32865683173520965	0.4014379086179687	0.46447187227188397
4.2	0.36639778521982963	0.44691643350434845	0.5188999069758871
4.4	0.41435368761414765	0.5024903685526065	0.584600647333056
4.600005	0.4738902187722277	0.5729535907149321	0.6577640727637042
4.80001	0.5465904963341494	0.6546219339952555	0.7434676471322558
5.	0.6337213002415034	0.7459934007366046	0.8341388588030753
5.2	0.7194443125437223	0.8138239690956672	0.895592064487939
5.4	0.8120278144784191	0.8743658256489162	0.9221611747846267
5.600005	0.8898553336507143	0.9189603149596342	0.942818449866006
5.80001	0.9418376364269535	0.953034901583001	0.9608629568407007
6.	0.9777341474001936	0.9812204783393366	0.9823262229193683
6.2	0.9901232554287611	0.9906269196073983	0.9907828212839713
6.4	0.9921745659625172	0.9921949999999998	0.9921949999999998
6.600005	0.9921949999999998	0.9921949999999998	0.9921949999999998
6.80001	0.9921949999999998	0.9921949999999998	0.9921949999999998
# Eof
#Y2S-Rapidity
#Rapidity	etabar=1/4pi	        etabar=2/4pi	        etabar=3/4pi